App,FP,Note,Type of change (merged by both author),Version,commit,TestFilePath,ProductionFilePath,Maintenance Label,What Initially Motivated the Commit?,Do Developers Remove Smell due to Awareness?,How is the smell removed,known RF Found for removing smell,does refactoring align with main motivation? Or is it byNAproduct?,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test
cxf,-,refactor test to improve test stability,RFT [ fix flaky test ],tools,62b20e87b46bfcdcee48f8f7cb509bc3bc05a230,\cxf\tools\corba\src\test\java\org\apache\cxf\tools\corba\WSDLToIDLTest.java,\cxf\tools\corba\src\main\java\org\apache\cxf\tools\corba\WSDLToIDL.java,test improvement,improve test stability [flaky test?],FALSE,-,-,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
zookeeper,-,refactor test code to improve performance,RFT [ performance ],zookeeper-server,b2513c114931dc377bac5e1d39e2f81c6e8cf17e,\zookeeper\zookeeper-server\src\test\java\org\apache\zookeeper\test\ObserverTest.java,\zookeeper\zookeeper-server\src\main\java\org\apache\zookeeper\server\quorum\Observer.java,new feature,new feature that allows abstraction of followers so that it can be observer,FALSE,Refactoring [test smell persists],Extract class and pull up,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
zookeeper,-,refactor test code,RFT [ fix flaky test ],src,d13d2f08c730a81d73d58f64a0ae448639dede2b,\zookeeper\src\java\test\org\apache\zookeeper\test\WatcherTest.java,NA,task [ fixing flaky behavior ],Fixing flaky behavior,FALSE,Extract thread.sleep into a separate method and adds more code [the code adds conditiona test logic],-,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
karaf,-,refactor test code,RFT [ clean up ],features,3b42fb5a5b52ce20a7843521d5f41ff157086672,\karaf\features\core\src\test\java\org\apache\karaf\features\ConditionalTest.java,NA,task - clean up test,clean up test,FALSE,Refactor Using Assertion,Test Specific Refactoring [refactor using assertThat],TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
karaf,FP,-,-,management,516c7b20abd7613d9e5aedfc61048ade0610e178,\karaf\management\server\src\test\java\org\apache\karaf\management\KarafMBeanServerGuardTest.java,\karaf\management\server\src\main\java\org\apache\karaf\management\KarafMBeanServerGuard.java,bug/major,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
karaf,-,refactor test code,RFT [ improve assertion ],itests,25745245c5655a3f86ac7fd75a289f00a9d0b08e,\karaf\itests\src\test\java\org\apache\karaf\itests\BundleTest.java,\karaf\features\core\src\main\java\org\apache\karaf\features\internal\model\Bundle.java,improvement/major,fix regression testing/ improvement,FALSE,Refactor Using Assertion,Test Specific Refactoring [refactor assertEqual with assertContain],TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karaf,-,refactor test code after feature improvement,RFT-W-FI [ by-product ],itests,1a4ab197ce8817e2d3d47d636f3f62c47b2ce8a6,\karaf\itests\src\test\java\org\apache\karaf\itests\SystemTest.java,NA,Feature improvement,"integration test using same port as karaf, so can't bundle karaf and run integration test same time (use diff port for integration test)",TRUE,"the test method has throws and try/catch, which does not make sense. Thus, developer removes try/catch to allow test to throw and calling method to handle",-,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karaf,-,delete while feature improvement,D-W-FI,itests,224aae43dc3b9303f8f69d0a876d500e06f98107,\karaf\itests\test\src\test\java\org\apache\karaf\itests\JmsTest.java,NA,task - upgrade,upgrading dependency,FALSE,-,-,-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
karaf,-,refactor test code,RFT [ test clean up ],features,38c728dfe31c8056859767692b0d8848469a33e7,\karaf\features\core\src\test\java\org\apache\karaf\features\internal\service\FeaturesValidationTest.java,NA,task - clean up test,"clean up test - utility class original supported verification, but developer inlined the utility into the test class because utilty class only performs verify logic only",FALSE,"used utility class to do assertion, but inlined assertions in utility to original class",inline utility to original classs,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
karaf,-,refactor test code while turning static utility class into a class that can be instantiated,RFT-W-FI,features,eb95bce7d5a1bcf23a5bda919209394ffcf3c01a,\karaf\features\core\src\test\java\org\apache\karaf\features\internal\service\BlacklistTest.java,\karaf\features\core\src\main\java\org\apache\karaf\features\internal\service\Blacklist.java,task [turning class into an ordinary class],to convert static utility class into a regular class,FALSE,refactor test code while converting production code from static utility to regular class,"extract reusable method, while refactoring for loop using stream",FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
karaf,-,delete while feature improvement,D-W-FI,itests,42ef364773376baf616908db6aef38e8dd000ecb,\karaf\itests\src\test\java\org\apache\karaf\itests\features\PaxCdiFeaturesTest.java,NA,update dependendcy,update dependency,FALSE,whole method deleted [the test was there to not run only if on jdk9 because not supported on jdk8. But if it deletes the method it means it's not needed? What was it there in the first place?,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
flink,-,delete while bug fixing,RFT-W-BF,flink-runtime,63d4819e197b1df1651157fd8f86c8ca0540d0b1,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\registration\RegisteredRpcConnectionTest.java,\flink\flink-runtime\src\main\java\org\apache\flink\runtime\registration\RegisteredRpcConnection.java,bug fixing,reonnect when test fails due to connection error,FALSE,"replaced thread.sleep with completable future (instance of future, which waits for completion of some operation)",-,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
flink,-,refactor test code,RFT [ do not use fail() in exception ],flink-core,e83217bd3205768cc6dbdeead3f7334ce409f6a2,\flink\flink-core\src\test\java\org\apache\flink\core\memory\MemorySegmentUndersizedTest.java,NA,Feature improvement,Refrain from using fail(Exception#getMessage()) because it hides the exception's stack trace and is bad style.,TRUE,removing e code pattern fail(Exception#getMessage(),-,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,refactor test code by allowing base class to handle setup and teardown to simplify test code [ introduce inheritance; common base class; for maintainbility reasons ],RFT [ commong logic; inheritance ],flink-tests,3c5c8325b6641854fd86596ffe1fc5641a6757c2,\flink\flink-tests\src\test\java\org\apache\flink\test\distributedcache\DistributedCacheTest.java,\flink\flink-core\src\main\java\org\apache\flink\api\common\cache\DistributedCache.java,Feature improvement,"unify test that are similar, but slighty diffferent to ease maintainbility",FALSE,delete code while refactor test code with base to handle setup and teardown,introduce base class,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,refactor test [by-product] code while fixing a bug [which adds new test],RFT-W-BF,flink-runtime,54f02ec7bae56a0559a61b981d0c88885090b128,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\checkpoint\ExecutionGraphCheckpointCoordinatorTest.java,NA,DEPENDENCY UPGRADE,upgrade dependency,FALSE,refactor test [by-product] code while fixing a bug [which adds new test],"extract method, and move code to setup",FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,refactor test code,RFT [ simplify assertions ],flink-mesos,8ba8337941fd1f53f217d0fe1dfe749467db9a82,\flink\flink-mesos\src\test\java\org\apache\flink\mesos\runtime\clusterframework\LaunchableMesosWorkerTest.java,\flink\flink-mesos\src\main\java\org\apache\flink\mesos\runtime\clusterframework\LaunchableMesosWorker.java,Feature improvement,use set equality to simplify assertion,"FALSE [doesn't necessarily talk about magic number, but it realizes that having too many assertion could be simplified ]","using set to simplify assertions, followed by hamcrest matcher",-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
flink,-,refactor test case prior to feature addition,RFT-P-FA,flink-contrib,f44b57ccf8f088f2ad4c1f10f479ed62be17eb8b,\flink\flink-contrib\flink-statebackend-rocksdb\src\test\java\org\apache\flink\contrib\streaming\state\RocksDBAsyncSnapshotTest.java,NA,new feature,fix test prior to feature addition,FALSE,-,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
flink,-,add test case due while adding new feature,AT-W-FA,flink-clients,25d277e16970c6a1755f5050f7bc419b158f17aa,\flink\flink-clients\src\test\java\org\apache\flink\client\cli\CliFrontendListTest.java,NA,new feature,feature addition requires tests,FALSE,adds more implementation in test code,-,NANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
flink,-,refactor different test code while fixing a bug,RFT-W-BF,flink-libraries,9437a0ffc04318f6a1a2d19c59f2ae6651b26507,\flink\flink-libraries\flink-gelly\src\test\java\org\apache\flink\graph\library\clustering\directed\AverageClusteringCoefficientTest.java,\flink\flink-libraries\flink-gelly\src\main\java\org\apache\flink\graph\library\clustering\directed\AverageClusteringCoefficient.java,bug fixing,bug fixing,FALSE,refactor diff test file while fixing a bug,-,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
flink,-,deletes test code while refactor using mock,D-W-RFT,flink-test-utils-parent,3c5c8325b6641854fd86596ffe1fc5641a6757c2,\flink\flink-test-utils-parent\flink-test-utils\src\main\java\org\apache\flink\test\util\AbstractTestBase.java,NA,task,unify base classes for maintainability,FALSE,deletes code,-,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,refactor test code before feature addition,RFT-B-FA,flink-streaming-java,847ead01f2f0aaf318b2b1ba8501bc697d245900,\flink\flink-streaming-java\src\test\java\org\apache\flink\streaming\runtime\tasks\StreamTaskAsyncCheckpointTest.java,NA,refactor prior to feature addition,refactor prior to feature addition,FALSE,comments out the code,-,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
flink,-,refactor test while fixing a bug related to missing test,RFT-W-BF,flink-libraries,9437a0ffc04318f6a1a2d19c59f2ae6651b26507,\flink\flink-libraries\flink-gelly\src\test\java\org\apache\flink\graph\library\clustering\undirected\LocalClusteringCoefficientTest.java,\flink\flink-libraries\flink-gelly\src\main\java\org\apache\flink\graph\library\clustering\directed\LocalClusteringCoefficient.java,bug fiixng,bug fixing [adds missing test],FALSE,refactorings reusable method [test smell persists],extract method,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
flink,-,refactor [by-product] while adding a new feature which adds new test,RFT-A-FA [ new api ],flink-runtime,0a19c456ac7781d94eb0aaaf8f2ac73d0157bacb,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\blob\BlobServerGetTest.java,NA,Refactor after new API implementaiton,Refactor API,FALSE,refactoring [test smell persists],extract method,FALSE,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
flink,-,refactor test code [by product] while fixing a bug in prod,RFT-W-BF,flink-queryable-state,74d052bb045031363652116ab8226d8ac00e0cd0,\flink\flink-queryable-state\flink-queryable-state-runtime\src\test\java\org\apache\flink\queryablestate\network\AbstractServerTest.java,NA,fixing a bug in production code [ not sure if it's detected by failed test ],fixing a resource leak in production code,FALSE,"while fixing bug in prod, the developer also refactor test",-,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,delete test code,D,flink-runtime,4809f5367b08a9734fc1bd4875be51a9f3bb65aa,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\state\filesystem\FsCheckpointStateOutputStreamTest.java,NA,task (refactor),Refactor for better design,FALSE,deletes the assert statement even though nothing has been changed in the orignal code,-,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
flink,-,"refactor code [by-product], but has nothing to do with test smell while improving feature",RFT-W-FI,flink-runtime,88b0f2ac3fd788932d7f434ca57ba3718c3fa621,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\blob\BlobServerPutTest.java,NA,improvement,improvement,FALSE,"by-product refactoring, which unintentionally removes test smell",-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
flink,-,refactor test code to introduce common logic [inheritance] (reusability),RFT [ common logic; inheritance ],flink-runtime,4ba3eecd8f1111c39af3f1949827b3d73addec77,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\rest\handler\legacy\messages\StatusOverviewWithVersionTest.java,NA,task,port code to new API end point,FALSE,refactoring [test smell persists],extract common code to base class,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,refactor test code to introduce common logic [inheritance] (reusability),RFT [ common logic; inheritance ],flink-runtime,4ba3eecd8f1111c39af3f1949827b3d73addec77,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\rest\handler\legacy\messages\ClusterConfigurationInfoTest.java,\flink\flink-runtime\src\main\java\org\apache\flink\runtime\rest\handler\legacy\messages\ClusterConfigurationInfo.java,task,port code to new API end point,FALSE,refactoring [test smell persists],extract common code to base class,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,refactor test code,RFT [ use annotation to instantiate expensive fixture 1 per class ],flink-runtime,bf64740b308c3272de51befdab5bd7374db71407,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\jobmanager\SlotCountExceedingParallelismTest.java,NA,improvement,"use of mincluter to assign new port for each test, such that test can run concurrently?",FALSE,@beforeClass refactored to @classRule,-,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,adds more test code [ adds more test smell ] while implementing new feature,AT-W-FA,flink-runtime,65400bd0a0f6a3bdd3e0bad05e2179534eaf6e9e,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\executiongraph\restart\FixedDelayRestartStrategyTest.java,NA,new feature,new feature,FALSE,adds more test code while adding new feature,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
flink,-,refactor a test while fixing a bug,RFT-W-BF,flink-runtime,7ddb674cb17c35f17aa073d3bfd6897d7fc13b9e,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\dispatcher\DispatcherTest.java,\flink\flink-runtime\src\main\java\org\apache\flink\runtime\dispatcher\Dispatcher.java,bug,bug fixing,FALSE,Refactoring test,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
flink,-,comment out code while implementating new feature,C-W-FA,flink-runtime,a1ba9f1126270d53168394211a99e354aa2cf20d,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\instance\SlotPoolTest.java,\flink\flink-runtime\src\main\java\org\apache\flink\runtime\instance\SlotPool.java,new feature in production,hardening security while implementing new feature,FALSE,commenting out code,-,NA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
flink,-,refactoring prod/test while exposing API,RFT-RFP-W-FI [ exposing API ],flink-runtime,29a6e9952ebb2c7349d25d3696e2ec1d7e8e620a,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\query\netty\message\KvStateRequestSerializerTest.java,NA,improvement,make feature a new REST API by refactoring,FALSE,refactoring to make expose API [test smell persists],extract class and move method,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
flink,-,delete code while fixing a bug,D-W-BF,flink-mesos,4bb488c0f6673ef9099ae7adfc1ec5a9e125cdbf,\flink\flink-mesos\src\test\java\org\apache\flink\mesos\runtime\clusterframework\MesosResourceManagerTest.java,\flink\flink-mesos\src\main\java\org\apache\flink\mesos\runtime\clusterframework\MesosResourceManager.java,bug,bug fixing,TRUE,delete entire method with ignore,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
flink,-,refactor [by-product] while adding a new feature which adds new test,RFT-A-FA,flink-runtime-web,7fe0eb477df52cfd7254695a67d41f3cba34ef0a,\flink\flink-runtime-web\src\test\java\org\apache\flink\runtime\webmonitor\handlers\CurrentJobsOverviewHandlerTest.java,\flink\flink-runtime-web\src\main\java\org\apache\flink\runtime\webmonitor\handlers\CurrentJobsOverviewHandler.java,new feature in production,new feature,FALSE,refactoring [test smell persists],extract method,FALSE [general maintenance task],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
flink,-,"refactor test code [adding a missing test, leads to refactoring to share the common code]",RFT-W-AT [ share common logic ; inheritance ],flink-core,6cf4a93ebbf36f6c1dd4cc2c9b17dd58880c17c2,\flink\flink-core\src\test\java\org\apache\flink\api\java\typeutils\ObjectArrayTypeInfoTest.java,\flink\flink-core\src\main\java\org\apache\flink\api\java\typeutils\ObjectArrayTypeInfo.java,improvement in test,adding test case,FALSE,refactoring,extract super class,true because changes must be applied to many classes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,refactoring after improvement in prod,RFT-A-FI,flink-runtime,0a19c456ac7781d94eb0aaaf8f2ac73d0157bacb,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\blob\BlobCacheRetriesTest.java,NA,improvement in test,code clean up after improvement,FALSE,refactoring [test smell persists],extracts method,FALSE [general maintenance task],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,refactor production code to aid testing,RFP-Improve-T,flink-runtime,e3e601b39492291b5837e58741bf7da46c76404a,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\taskexecutor\NetworkBufferCalculationTest.java,NA,improvement in test,refactor production (remove coupling) code to improve testing. While doing this also refactor test code.,FALSE,deletes and replace code,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
flink,-,deletes/replace test while improvement,D-W-FI,flink-streaming-java,bb9b176357bef502391f612de85cce87f45c8d7f,\flink\flink-streaming-java\src\test\java\org\apache\flink\streaming\api\environment\RemoteStreamExecutionEnvironmentTest.java,NA,improvement in production,improving in implementaiton in prod,FALSE,deletes and replace code,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
flink,-,refactoring while fixing a bug,RFT-W-BF,flink-state-backends,390d36132927fe5a1bac1a53664c6c67ebe3e657/4809f5367b08a9734fc1bd4875be51a9f3bb65aa,\flink\flink-state-backends\flink-statebackend-rocksdb\src\test\java\org\apache\flink\contrib\streaming\state\RocksDBStateBackendConfigTest.java,NA,fixing a bug in production,fixing a bug in production,FALSE,refactoring,extract method,FALSE [general maintenance task],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
flink,-,refactor [by-product] while improving implementation,RFT-W-FI,flink-runtime,a0b668555f5ee407d3cdbc42113cc28f019fc318,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\checkpoint\ZooKeeperCompletedCheckpointStoreTest.java,\flink\flink-runtime\src\main\java\org\apache\flink\runtime\checkpoint\ZooKeeperCompletedCheckpointStore.java,improvement in production,improving an implementation,FALSE,refactoring,extract class,FALSE [general maintenance task],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,deletes code while fixing a bug,D-W-BF,flink-libraries,ae9c9d061a8b49931c88908b8713cb2efe5f9202,\flink\flink-libraries\flink-cep\src\test\java\org\apache\flink\cep\nfa\NFATest.java,\flink\flink-libraries\flink-cep\src\main\java\org\apache\flink\cep\nfa\NFA.java,bug fixing in production,fixing a bug,FALSE,deletes code,-,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,removes ignored test after fixing a bug in production code,R-A-BF,flink-libraries,546e2ad73165b00d93c3c460372b9d49a4b5d8b7,\flink\flink-libraries\flink-cep\src\test\java\org\apache\flink\cep\operator\CEPOperatorTest.java,NA,bug fixing in production,fixing a bug,FALSE,delete ignored,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
flink,-,"refactor while improvement [adding a missing test, leads to refactoring to share the common code]",RFT-W-FI,flink-core,6cf4a93ebbf36f6c1dd4cc2c9b17dd58880c17c2,\flink\flink-core\src\test\java\org\apache\flink\api\java\typeutils\ValueTypeInfoTest.java,\flink\flink-core\src\main\java\org\apache\flink\api\java\typeutils\ValueTypeInfo.java,improvement in test,adding test case,FALSE,refactoring,extract super class,true because changes must be applied to many classes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,deletes code while improving production implementation,D-W-FI,flink-libraries,d313ac765e81f1b41f0eded45dfe23e1622be47a,\flink\flink-libraries\flink-gelly\src\test\java\org\apache\flink\graph\pregel\PregelTranslationTest.java,NA,improvement in production,improving implementation,TRUE,deletes throw,FALSE,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,adds missing test,AT,flink-libraries,9437a0ffc04318f6a1a2d19c59f2ae6651b26507,\flink\flink-libraries\flink-gelly\src\test\java\org\apache\flink\graph\library\metric\undirected\VertexMetricsTest.java,\flink\flink-libraries\flink-gelly\src\main\java\org\apache\flink\graph\library\metric\directed\VertexMetrics.java,bug fixing in test [test is missing fine grained testing scenarios],user reports a bug,FALSE,Refactoring,FALSE,true since you are separating 1 test method into 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
flink,-,deletes code while improving implementation in production,D-W-FI,flink-clients,e2f1ba92decdb27f3aea4e21a7cad7dcc98cea1a,\flink\flink-clients\src\test\java\org\apache\flink\client\cli\CliFrontendStopTest.java,NA,improvement in production,disentangle,FALSE,deletes code,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
flink,-,refactor test,RFT,flink-core,e83217bd3205768cc6dbdeead3f7334ce409f6a2,\flink\flink-core\src\test\java\org\apache\flink\core\memory\CrossSegmentTypeTest.java,NA,refactoring test,fix a test smell,TRUE,remove fail() with try and catch,Test Specific Refactoring,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,refactor test while improving implementation in production code,RFT-W-FI,flink-streaming-java,53ee80e7873e126242c1ebac949a8463f4367a6b,\flink\flink-streaming-java\src\test\java\org\apache\flink\streaming\runtime\partitioner\GlobalPartitionerTest.java,\flink\flink-streaming-java\src\main\java\org\apache\flink\streaming\runtime\partitioner\GlobalPartitioner.java,improvement,improvement in production code,FALSE,Refactoring [test smell persists],extract superclass and pull up,FALSE [general maintenance task],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
flink,-,refactor test while implementing new feature in production,RFT-W-FA,flink-runtime-web,7fe0eb477df52cfd7254695a67d41f3cba34ef0a,\flink\flink-runtime-web\src\test\java\org\apache\flink\runtime\webmonitor\handlers\checkpoints\CheckpointStatsHandlerTest.java,\flink\flink-runtime-web\src\main\java\org\apache\flink\runtime\webmonitor\handlers\checkpoints\CheckpointStatsHandler.java,new feature,implementing a new feature,FALSE,adds new test for new feature and refactor test code [test smell perists],extract method,FALSE [general maintenance task],0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
flink,-,test refactoring while feature improvement,RFT-W-FI,flink-runtime,9f544d83b3443cf33f5890efdb956678847d445f,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\blob\BlobServerDeleteTest.java,NA,improvement,improvement,FALSE,Refactoring [test smell persists],extract duplicate method,FALSE [general maintenance task],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flink,-,replaces code while simplifying feature implementation,RFT-W-FI [ simplify production implementation ],flink-streaming-java,2d511b0624160fc2eaae852c9d0eccec6d8fdb9c,\flink\flink-streaming-java\src\test\java\org\apache\flink\streaming\runtime\partitioner\BroadcastPartitionerTest.java,-,task,simplify production implementation,FALSE,replaces code with helper method,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
flink,-,deletes code while changing feature implementation,D-W-FI,flink-runtime,8b49ee5aa2e17b1787764c3265e1ebda47d89840,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\io\network\buffer\NetworkBufferPoolTest.java,\flink\flink-runtime\src\main\java\org\apache\flink\runtime\io\network\buffer\NetworkBufferPool.java,-,change in feature implementation because difficulty in tuning,FALSE,deletes code,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
flink,-,delete test code while feature improvement,RFT-W-FI,flink-clients,e2f1ba92decdb27f3aea4e21a7cad7dcc98cea1a,\flink\flink-clients\src\test\java\org\apache\flink\client\cli\CliFrontendCancelTest.java,NA,feature improvement,separation of concer (task),FALSE,[Assertion Roulette] replaces assertion with mock [magic number and duplicate assert] dev tried to test expected exception by checking exception message,-,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
flink,-,refactor test code while implementing new feature,RFT-W-FA,flink-runtime-web,7fe0eb477df52cfd7254695a67d41f3cba34ef0a,\flink\flink-runtime-web\src\test\java\org\apache\flink\runtime\webmonitor\handlers\SubtaskExecutionAttemptAccumulatorsHandlerTest.java,\flink\flink-runtime-web\src\main\java\org\apache\flink\runtime\webmonitor\handlers\SubtaskExecutionAttemptAccumulatorsHandler.java,new feature,new feature,FALSE,refactoring long method? [test smell persists],extract method,FALSE [general maintenance task],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
flink,-,deletes code while implementing a new feature,D-W-FA,flink-connectors,085d4db849b9c659ba6bb2c7d66a04debeb048c4,\flink\flink-connectors\flink-connector-kafka-base\src\test\java\org\apache\flink\streaming\connectors\kafka\FlinkKafkaConsumerBaseTest.java,\flink\flink-connectors\flink-connector-kafka-base\src\main\java\org\apache\flink\streaming\connectors\kafka\FlinkKafkaConsumerBase.java,new feature,implementing a new feature,FALSE,"while implementing a new feature, it merges old tests and deletes some code.",-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
flink,-,deletes code while removing legacy code and porting to new code base,D-W-FI [ Porting to new code base ],flink-runtime,e671f341718837e1ea86217cadcb43f1a3433480,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\jobmanager\JobManagerTest.java,NA,improvement,remove legacy code while improvement,FALSE,delete code,-,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
flink,-,refactor test (use template pattern) while feature improvement [that adds additional fault tolerance mechanism] - test require to test for this improvement,RFT-W-FI [ test is required to test improvement ],flink-runtime,27fd2493e98e90bf904f0b6b7424fd4213b04977,\flink\flink-runtime\src\test\java\org\apache\flink\runtime\taskmanager\TaskManagerProcessReapingTest.java,NA,improvement,improvement in feature to recover from failed task,FALSE,refactoring [test smell persists],template pattern [extract super class and let child class define unique implementation],TRUE [REFACTOR TO REUSE CODE AND ADDS ADDITIONLA TEST],0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
flink,-,deletes and rework test code while feature addition of deficit component,RFT-W-FI,flink-streaming-java,9ad932c52056d0ed7e96e1c385403a529e6a8edb,\flink\flink-streaming-java\src\test\java\org\apache\flink\streaming\api\functions\sink\filesystem\RollingPolicyTest.java,NA,new feature,new feature promotes adding more tests/change test implementation to increase coverage,FALSE,delete test code,-,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
flink,-,refactor diff test code while change in implementation,RFT-W-FI,flink-streaming-java,2d511b0624160fc2eaae852c9d0eccec6d8fdb9c,\flink\flink-streaming-java\src\test\java\org\apache\flink\streaming\runtime\partitioner\KeyGroupStreamPartitionerTest.java,\flink\flink-streaming-java\src\main\java\org\apache\flink\streaming\runtime\partitioner\KeyGroupStreamPartitioner.java,simplifying hacky implementation in prod feature,changing feature implementation [simplify hacky implementation],FALSE,"while change in implementation, test code is refactored",extract to helper method [diff from rf proposed before; where we breakdown test into separate test],FALSE [general maintenance task],q,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
